Data,Razão Social,CNPJ,Região,Estado,Município,Capacidade Produção Etanol Anidro (m³/d),Capacidade Produção Etanol Hidratado (m³/d)
01/08/2024,BAHIA ETANOL HOLDING S.A,24870441000293,NORDESTE,Bahia,IBIRAPUA,250,650
01/08/2024,CLARION S/A AGROINDUSTRIAL EM RECUPERACAO JUDICIAL,24956666000267,SUL,Paraná,IBAITI,500,620
01/08/2024,GEM AGROINDUSTRIAL E COMERCIAL LTDA,25006271000185,CENTRO OESTE,Goiás,ACREUNA,0,330
01/08/2024,SAFRAS INDUSTRIA E COMERCIO DE BIOCOMBUSTIVEIS LTDA,25242466000124,CENTRO OESTE,Mato Grosso,SORRISO,0,95
01/08/2024,LASA LINHARES AGROINDUSTRIAL SA,27291400000150,SUDESTE,Espírito Santo,LINHARES,300,400
01/08/2024,USINA PAINEIRAS SOCIEDADE ANONIMA,27777903000130,SUDESTE,Espírito Santo,ITAPEMIRIM,308,324
01/08/2024,DESTILARIA IPANEMA LTDA,27951210000111,SUDESTE,São Paulo,BARBOSA,0,100
01/08/2024,CANAPOLIS ACUCAR E ETANOL S.A,28144326000101,SUDESTE,Minas Gerais,CANAPOLIS,300,750
01/08/2024,IMPACTO BIOENERGIA ALAGOAS S.A,28620879000193,NORDESTE,Alagoas,TEOTONIO VILELA,110,250
01/08/2024,AGRISA AGROINDUSTRIAL SÃO JOÃO S/A,28851889000210,SUDESTE,Rio de Janeiro,CABO FRIO,240,270
01/08/2024,MINAS BIOENERGIA LTDA,29116635000130,SUDESTE,Minas Gerais,PIUMHI,0,1
01/08/2024,USINA DE ALCOOL TRES IRMAOS LTDA,29204243000123,CENTRO OESTE,Mato Grosso,IPIRANGA DO NORTE,0,60
01/08/2024,INPASA AGROINDUSTRIAL S/A,29316596000115,CENTRO OESTE,Mato Grosso,SINOP,4500,4500
01/08/2024,INPASA AGROINDUSTRIAL S/A,29316596000204,CENTRO OESTE,Mato Grosso do Sul,DOURADOS,3000,3000
01/08/2024,INPASA AGROINDUSTRIAL S/A,29316596000468,CENTRO OESTE,Mato Grosso,NOVA MUTUM,1500,3000
01/08/2024,ALCON-COMPANHIA DE ALCOOL CONCEICAO DA BARRA,30974737000176,SUDESTE,Espírito Santo,CONCEICAO DA BARRA,300,470
01/08/2024,"USINA CENTRAL MATA SUL, INDUSTRIA E COMERCIO DE ACUCAR E ALCOOL LTDA",31059324000129,NORDESTE,Pernambuco,CABO DE SANTO AGOSTINHO,130,150
01/08/2024,USINA GIASA LTDA,31093639000192,NORDESTE,Paraíba,PEDRAS DE FOGO,500,800
01/08/2024,USINA ESTIVAS LTDA,31168247000145,NORDESTE,Rio Grande do Norte,AREZ,120,300
01/08/2024,FERMAP INDÚSTRIA DE ÁLCOOL LTDA.,31987903000131,CENTRO OESTE,Mato Grosso,IPIRANGA DO NORTE,0,63
01/08/2024,INDUSTRIA E COMERCIO DESTILARIA MANTO AZUL EIRELI,32765581000149,CENTRO OESTE,Mato Grosso,PRIMAVERA DO LESTE,0,12
01/08/2024,GOIAS BIOENERGIA S/A,33142192000120,CENTRO OESTE,Goiás,PORTEIRAO,550,550
01/08/2024,USINA BARRALCOOL S/A,33664228000135,CENTRO OESTE,Mato Grosso,BARRA DO BUGRES,900,1520
01/08/2024,NEXUS PRODUCAO E COMERCIALIZACAO DE BIOENERGIA LTDA,34639735000181,SUL,Rio Grande do Sul,SAO SEBASTIAO DO CAI,0,1
01/08/2024,USINA ENERSUGAR S/A  ACUCAR E ALCOOL,34656444000100,SUDESTE,São Paulo,IBIRAREMA,0,600
01/08/2024,COOPERATIVA DOS PRODUTORES DE CANA DE ACUCAR DA MATA SUL,34671567000101,NORDESTE,Pernambuco,RIBEIRAO,140,200
01/08/2024,AGUAPEI AGROENERGIA S.A,35203047000137,CENTRO OESTE,Goiás,SAO SIMAO,0,400
01/08/2024,LINS AGROINDUSTRIAL S.A.,35637796000172,SUDESTE,São Paulo,LINS,650,1100
01/08/2024,ENERGETICA SANTA HELENA S/A,37216363000250,CENTRO OESTE,Mato Grosso do Sul,NOVA ANDRADINA,330,1150
01/08/2024,CBB- COMPANHIA BIOENERGETICA BRASILEIRA - EM RECUPERACAO JUDICIAL,37848595000140,CENTRO OESTE,Goiás,VILA BOA,120,450
01/08/2024,SÃO LUIZ AGROINDÚSTRIA S/A.,38278706000192,SUDESTE,São Paulo,PIRASSUNUNGA,200,600
01/08/2024,USINA ITAJOBI LTDA - ACUCAR E ALCOOL,43533819000399,SUDESTE,São Paulo,MARAPOAMA,300,540
01/08/2024,ALCOESTE BIOENERGIA FERNANDOPOLIS S.A,43545284000104,SUDESTE,São Paulo,FERNANDOPOLIS,420,800
01/08/2024,BRANCO PERES AGRO S/A,43619832001760,SUDESTE,São Paulo,ADAMANTINA,180,380
01/08/2024,RENUKA DO BRASIL S.A. - EM RECUPERACAO JUDICIAL,43932102000581,SUDESTE,São Paulo,PROMISSAO,920,1600
01/08/2024,USINA SANTA LUCIA S A,44207249000148,SUDESTE,São Paulo,ARARAS,310,500
01/08/2024,U.S.J. - ACUCAR E ALCOOL S/A,44209336003583,SUDESTE,São Paulo,ARARAS,800,1000
01/08/2024,COLOMBO AGROINDUSTRIA S.A,44330975000153,SUDESTE,São Paulo,ARIRANHA,0,1400
01/08/2024,COLOMBO AGROINDUSTRIA S.A,44330975002288,SUDESTE,São Paulo,PALESTINA,600,1000
01/08/2024,COLOMBO AGROINDUSTRIA S.A,44330975002520,SUDESTE,São Paulo,SANTA ALBERTINA,0,1000
01/08/2024,USINA ACUCAREIRA GUAIRA LIMITADA,44346583000182,SUDESTE,São Paulo,GUAIRA,480,500
01/08/2024,COCAL COMERCIO INDUSTRIA CANAA ACUCAR E ALCOOL LTDA,44373108000103,SUDESTE,São Paulo,PARAGUACU PAULISTA,200,600
01/08/2024,COCAL COMERCIO INDUSTRIA CANAA ACUCAR E ALCOOL LTDA,44373108000600,SUDESTE,São Paulo,NARANDIBA,800,1200
01/08/2024,DELLA COLETTA BIOENERGIA S/A,44691236000197,SUDESTE,São Paulo,BARIRI,150,410
01/08/2024,AGROINDUSTRIAL VISTA ALEGRE S.A. EM RECUPERACAO JUDICIAL,44836856000177,SUDESTE,São Paulo,ITAPETININGA,350,350
01/08/2024,DESTILARIA GENERALCO S/A - EM RECUPERACAO JUDICIAL,44845915000173,SUDESTE,São Paulo,GENERAL SALGADO,0,570
01/08/2024,PITANGUEIRAS ACUCAR E ALCOOL LTDA,44870939000182,SUDESTE,São Paulo,PITANGUEIRAS,330,600
01/08/2024,USINA SANTA FE S/A.,45281813000135,SUDESTE,São Paulo,NOVA EUROPA,180,1000
01/08/2024,USINA SANTA RITA S/A ACUCAR E ALCOOL EM RECUPERACAO JUDICIAL,45353547000109,SUDESTE,São Paulo,SANTA RITA DO PASSA QUATRO,300,600
01/08/2024,ROSA S A INDUSTRIA COMERCIO PRODUTOS AGRICOLAS,45483054000193,SUDESTE,São Paulo,BOITUVA,0,120
01/08/2024,USINA SANTA ROSA LTDA EM RECUPERACAO JUDICIAL,45483146000173,SUDESTE,São Paulo,BOITUVA,0,180
01/08/2024,CLEALCO ACUCAR E ALCOOL S/A  EM RECUPERACAO JUDICIAL,45483450000110,SUDESTE,São Paulo,CLEMENTINA,0,530
01/08/2024,CLEALCO ACUCAR E ALCOOL S/A  EM RECUPERACAO JUDICIAL,45483450002164,SUDESTE,São Paulo,QUEIROZ,500,500
01/08/2024,CENTRAL ENERGÉTICA MORENO AÇÚCAR E ÁLCOOL LTDA.,45765914000181,SUDESTE,São Paulo,LUIS ANTONIO,1200,1200
01/08/2024,DIANA BIOENERGIA AVANHANDAVA SA,45902707000121,SUDESTE,São Paulo,AVANHANDAVA,100,350
01/08/2024,SALTO BOTELHO AGROENERGIA S.A.,45968162000156,SUDESTE,São Paulo,LUCELIA,400,600
01/08/2024,TRIEX BIOENERGIA LTDA.,46207827000171,SUL,Rio Grande do Sul,ARROIO DO MEIO,0,1
01/08/2024,FS I INDÚSTRIA DE ETANOL S.A.,46710597000240,CENTRO OESTE,Mato Grosso,PRIMAVERA DO LESTE,1950,2028
01/08/2024,NEOMILLE S.A.,47062997000178,CENTRO OESTE,Goiás,CHAPADAO DO CEU,800,1600
01/08/2024,NEOMILLE S.A.,47062997011455,CENTRO OESTE,Mato Grosso do Sul,MARACAJU,800,800
01/08/2024,USINA SAO DOMINGOS-ACUCAR E ETANOL S/A,47063128000168,SUDESTE,São Paulo,CATANDUVA,450,500
01/08/2024,LOUIS DREYFUS COMPANY BRASIL S.A.,47067525021296,SUL,Rio Grande do Sul,SAO SEBASTIAO DO CAI,0,1
01/08/2024,TEREOS ACUCAR E ENERGIA BRASIL S.A.,47080619000974,SUDESTE,São Paulo,SEVERINIA,300,500
01/08/2024,TEREOS ACUCAR E ENERGIA BRASIL S.A.,47080619001199,SUDESTE,São Paulo,OLIMPIA,0,480
01/08/2024,TEREOS ACUCAR E ENERGIA BRASIL S.A.,47080619003051,SUDESTE,São Paulo,TANABI,280,720
01/08/2024,TEREOS ACUCAR E ENERGIA BRASIL S.A.,47080619003302,SUDESTE,São Paulo,GUAIRA,300,1100
01/08/2024,TEREOS ACUCAR E ENERGIA BRASIL S.A.,47080619006158,SUDESTE,São Paulo,PITANGUEIRAS,240,1250
01/08/2024,TEREOS ACUCAR E ENERGIA BRASIL S.A.,47080619006239,SUDESTE,São Paulo,COLINA,0,550
01/08/2024,TGM INDUSTRIA E COMERCIO DE ALCOOL E AGUARDENTE LTDA,47233416000113,SUDESTE,São Paulo,CERQUEIRA CESAR,0,300
01/08/2024,J PILON SA ACUCAR E ALCOOL,47254396000167,SUDESTE,São Paulo,CERQUILHO,160,580
01/08/2024,USINA SANTA ISABEL S/A,47524632000118,SUDESTE,São Paulo,NOVO HORIZONTE,700,700
01/08/2024,USINA SANTA ISABEL S/A,47524632000894,SUDESTE,São Paulo,MENDONCA,0,600
01/08/2024,SONORA ESTANCIA S/A,47902283000120,CENTRO OESTE,Mato Grosso do Sul,SONORA,300,460
01/08/2024,USINA ALTO ALEGRE S/A - ACUCAR E ALCOOL,48295562001108,SUDESTE,São Paulo,PRESIDENTE PRUDENTE,300,350
01/08/2024,USINA ALTO ALEGRE S/A - ACUCAR E ALCOOL,48295562001450,SUL,Paraná,COLORADO,600,700
01/08/2024,USINA ALTO ALEGRE S/A - ACUCAR E ALCOOL,48295562001884,SUL,Paraná,SANTO INACIO,700,700
01/08/2024,USINA ALTO ALEGRE S/A - ACUCAR E ALCOOL,48295562001965,SUL,Paraná,FLORESTOPOLIS,0,600
01/08/2024,NARDINI AGROINDUSTRIAL LTDA,48708267001560,CENTRO OESTE,Goiás,APORE,0,550
01/08/2024,NARDINI AGROINDUSTRIAL LTDA,48708267046156,SUDESTE,São Paulo,VISTA ALEGRE DO ALTO,650,1050
01/08/2024,INDUSTRIA E COMERCIO DE BEBIDAS SEIS LAGOAS LTDA,49049638000106,SUDESTE,São Paulo,BROTAS,0,180
01/08/2024,RAÍZEN CENTRO-SUL PAULISTA S.A.,49213747000117,SUDESTE,São Paulo,MORRO AGUDO,600,1200
01/08/2024,RAÍZEN CENTRO-SUL PAULISTA S.A.,49213747011585,SUDESTE,São Paulo,MORRO AGUDO,350,700
01/08/2024,RAÍZEN CENTRO-SUL PAULISTA S.A.,49213747011828,SUDESTE,São Paulo,SERTAOZINHO,500,1150
01/08/2024,RAÍZEN CENTRO-SUL PAULISTA S.A.,49213747012980,SUDESTE,São Paulo,COLOMBIA,0,550
01/08/2024,NOVA PLATINA BIOENERGIA LTDA,49381734000157,SUDESTE,São Paulo,PLATINA,60,170
01/08/2024,LONDRA ACUCAR E ALCOOL LTDA EM RECUPERACAO JUDICIAL,49605157000210,SUDESTE,São Paulo,ITAI,380,410
01/08/2024,MOEMA BIOENERGIA S.A,49972326000170,SUDESTE,São Paulo,ORINDIUVA,500,1100
01/08/2024,MOEMA BIOENERGIA S.A,49972326003861,CENTRO OESTE,Mato Grosso do Sul,PONTA PORA,0,640
01/08/2024,MALOSSO BIOENERGIA S.A,49976251000103,SUDESTE,São Paulo,ITAPOLIS,120,400
01/08/2024,DESTILARIA AGUA BONITA LTDA,50227255000160,SUDESTE,São Paulo,TARUMA,0,350
01/08/2024,USINA SANTA ADELIA S A,50376938000189,SUDESTE,São Paulo,JABOTICABAL,680,700
01/08/2024,USINA SANTA ADELIA S A,50376938000936,SUDESTE,São Paulo,PEREIRA BARRETO,1250,1450
01/08/2024,PIONEIROS BIOENERGIA S/A,51096477000153,SUDESTE,São Paulo,SUD MENNUCCI,300,600
01/08/2024,SAO MARTINHO S/A,51466860000156,SUDESTE,São Paulo,PRADOPOLIS,1700,2190
01/08/2024,SAO MARTINHO S/A,51466860002957,SUDESTE,São Paulo,IRACEMAPOLIS,850,1100
01/08/2024,SAO MARTINHO S/A,51466860005034,SUDESTE,São Paulo,AMERICO BRASILIENSE,750,1100
01/08/2024,SAO MARTINHO S/A,51466860006278,CENTRO OESTE,Goiás,QUIRINOPOLIS,1184,3120
01/08/2024,TIETE AGROINDUSTRIAL S.A.,51843514000140,SUDESTE,São Paulo,PARAISO,500,750
01/08/2024,TIETE AGROINDUSTRIAL S.A.,51843514009600,SUDESTE,São Paulo,UBARANA,600,650
01/08/2024,ACUCAR E ALCOOL OSWALDO RIBEIRO DE MENDONCA LTDA,51990778000126,SUDESTE,São Paulo,GUAIRA,720,1750
01/08/2024,USINA ALTA MOGIANA S/A-ACUCAR E ALCOOL,53009825000133,SUDESTE,São Paulo,SAO JOAQUIM DA BARRA,1100,1700
01/08/2024,USINA SAO JOSE DA ESTIVA SA ACUCAR E ALCOOL,53172300000114,SUDESTE,São Paulo,NOVO HORIZONTE,1000,1140
01/08/2024,USINA SAO LUIZ S A,53408860000125,SUDESTE,São Paulo,OURINHOS,0,1100
01/08/2024,DESTILARIA TIROLLI LTDA,53800207000107,SUDESTE,São Paulo,PALMITAL,0,350
01/08/2024,VIRALCOOL - ACUCAR E ALCOOL LTDA.,53811006000105,SUDESTE,São Paulo,PITANGUEIRAS,600,625
01/08/2024,VIRALCOOL - ACUCAR E ALCOOL LTDA.,53811006000296,SUDESTE,São Paulo,CASTILHO,0,1000
01/08/2024,VIRALCOOL - ACUCAR E ALCOOL LTDA.,53811006050200,SUDESTE,São Paulo,SERTAOZINHO,0,390
01/08/2024,INDUSTRIA E COMERCIO IRACEMA LTDA,53906384000172,SUDESTE,São Paulo,ITAI,323,500
01/08/2024,USINA BATATAIS S/A ACUCAR E ALCOOL,54470679000101,SUDESTE,São Paulo,BATATAIS,600,1000
01/08/2024,BALDIN BIOENERGIA S.A. - EM RECUPERACAO JUDICIAL,54844360000107,SUDESTE,São Paulo,PIRASSUNUNGA,180,180
01/08/2024,FERRARI AGROINDUSTRIA S/A,54846951000105,SUDESTE,São Paulo,PIRASSUNUNGA,350,800
01/08/2024,CAFEALCOOL AGROINDUSTRIAL LTDA. - EM RECUPERACAO JUDICIAL,55090971000161,SUDESTE,São Paulo,CAFELANDIA,0,474
01/08/2024,USINA CAROLO S/A. AÇÚCAR E ÁLCOOL,55109474000168,SUDESTE,São Paulo,PONTAL,240,380
01/08/2024,USINA BAZAN SA,55109565000101,SUDESTE,São Paulo,PONTAL,1000,900
01/08/2024,USINA GRANELLI LTDA,56624174000180,SUDESTE,São Paulo,CHARQUEADA,0,100
01/08/2024,USINA ACUCAREIRA FURLAN SOCIEDADE ANONIMA,56723257000207,SUDESTE,São Paulo,AVARE,0,600
01/08/2024,COMANCHE BIOCOMBUSTIVEIS DE SANTA ANITA LTDA.,59243733000108,SUDESTE,São Paulo,TATUI,117,120
01/08/2024,USINA ACUCAREIRA S. MANOEL S/A.,60329174000124,SUDESTE,São Paulo,SAO MANUEL,750,1200
01/08/2024,ACUCAREIRA QUATA S/A,60855574000335,SUDESTE,São Paulo,MACATUBA,750,1100
01/08/2024,ACUCAREIRA QUATA S/A,60855574000416,SUDESTE,São Paulo,LENCOIS PAULISTA,700,1100
01/08/2024,ACUCAREIRA QUATA S/A,60855574001307,SUDESTE,São Paulo,QUATA,700,1020
01/08/2024,USINA ACUCAREIRA ESTER S A,60892098000160,SUDESTE,São Paulo,COSMOPOLIS,0,450
01/08/2024,COMPANHIA MELHORAMENTOS NORTE DO PARANA,61082962000393,SUL,Paraná,JUSSARA,1320,1400
01/08/2024,COMPANHIA MELHORAMENTOS NORTE DO PARANA,61082962000474,SUL,Paraná,NOVA LONDRINA,120,710
01/08/2024,COMPANHIA AGRICOLA USINA JACAREZINHO,61231478000206,SUL,Paraná,JACAREZINHO,500,800
01/08/2024,VITERRA BIOENERGIA S.A.,68316801000102,SUDESTE,São Paulo,JUNQUEIROPOLIS,500,490
01/08/2024,VITERRA BIOENERGIA S.A.,68316801002571,SUDESTE,São Paulo,GUARARAPES,350,350
01/08/2024,ALTERNATIVA AGRO INDUSTRIAL LTDA,70242813000254,NORDESTE,Maranhão,TUNTUM,0,72
01/08/2024,PEDRA AGROINDUSTRIAL S/A,71304687000105,SUDESTE,São Paulo,SERRANA,740,1400
01/08/2024,PEDRA AGROINDUSTRIAL S/A,71304687001845,SUDESTE,São Paulo,BURITIZAL,1320,2400
01/08/2024,PEDRA AGROINDUSTRIAL S/A,71304687002817,SUDESTE,São Paulo,NOVA INDEPENDENCIA,1300,2000
01/08/2024,DELOS - DESTILARIA LOPES DA SILVA LTDA,71322523000100,SUDESTE,São Paulo,SERTAOZINHO,0,200
01/08/2024,USINA SANTO ANTONIO S/A,71324784000151,SUDESTE,São Paulo,SERTAOZINHO,680,710
01/08/2024,USINA SAO FRANCISCO S/A,71324792000440,SUDESTE,São Paulo,BARRINHA,0,400
01/08/2024,ZAMBIANCO - ACUCAR E ALCOOL LTDA.,72455876000133,SUDESTE,São Paulo,TIETE,0,120
01/08/2024,CERVEJARIA PETROPOLIS S/A,73410326001051,SUL,Paraná,ARAUCARIA,0,10
01/08/2024,COOPERVAL COOPERATIVA AGROINDUSTRIAL VALE DO IVAI LTDA,75084871000130,SUL,Paraná,JANDAIA DO SUL,200,400
01/08/2024,RENUKA VALE DO IVAI S.A. - EM RECUPERACAO JUDICIAL,75177857000180,SUL,Paraná,SAO PEDRO DO IVAI,300,450
01/08/2024,DACALDA ACUCAR E ALCOOL LTDA,75444430000100,SUL,Paraná,JACAREZINHO,170,420
01/08/2024,ACUCAR E ALCOOL BANDEIRANTES S.A.,75619056000128,SUL,Paraná,BANDEIRANTES,300,780
01/08/2024,USINA DE ACUCAR SANTA TEREZINHA LTDA EM RECUPERACAO JUDICIAL,75717355000286,SUL,Paraná,PARANACITY,0,550
01/08/2024,USINA DE ACUCAR SANTA TEREZINHA LTDA EM RECUPERACAO JUDICIAL,75717355000367,SUL,Paraná,TAPEJARA,600,420
01/08/2024,USINA DE ACUCAR SANTA TEREZINHA LTDA EM RECUPERACAO JUDICIAL,75717355000448,SUL,Paraná,IVATE,190,300
01/08/2024,USINA DE ACUCAR SANTA TEREZINHA LTDA EM RECUPERACAO JUDICIAL,75717355000529,SUL,Paraná,MARINGA,120,300
01/08/2024,USINA DE ACUCAR SANTA TEREZINHA LTDA EM RECUPERACAO JUDICIAL,75717355000871,SUL,Paraná,TERRA RICA,300,350
01/08/2024,USINA DE ACUCAR SANTA TEREZINHA LTDA EM RECUPERACAO JUDICIAL,75717355001096,SUL,Paraná,RONDON,0,400
01/08/2024,USINA DE ACUCAR SANTA TEREZINHA LTDA EM RECUPERACAO JUDICIAL,75717355001177,SUL,Paraná,CIDADE GAUCHA,0,300
01/08/2024,USINA DE ACUCAR SANTA TEREZINHA LTDA EM RECUPERACAO JUDICIAL,75717355001258,SUL,Paraná,SAO TOME,0,550
01/08/2024,USINA DE ACUCAR SANTA TEREZINHA LTDA EM RECUPERACAO JUDICIAL,75717355001410,SUL,Paraná,MOREIRA SALES,0,200
01/08/2024,USINA DE ACUCAR SANTA TEREZINHA LTDA EM RECUPERACAO JUDICIAL,75717355001509,SUL,Paraná,UMUARAMA,0,350
01/08/2024,COOPERATIVA AGRICOLA REGIONAL DE PRODUTORES DE CANA LTD,78340270000210,SUL,Paraná,SAO CARLOS DO IVAI,900,1200
01/07/2024,CARAMURU ALIMENTOS  S/A,00080671002668,CENTRO OESTE,Mato Grosso,SORRISO,0,50
01/07/2024,DESTILARIA DE ÁLCOOL LIBRA LTDA - EM RECUPERAÇÃO JUDICIAL,00297598000122,CENTRO OESTE,Mato Grosso,SAO JOSE DO RIO CLARO,600,600
01/07/2024,CENTRAL ENERGETICA VALE DO SAPUCAI LTDA,00372496000124,SUDESTE,São Paulo,PATROCINIO PAULISTA,517,900
01/07/2024,DENUSA DESTILARIA NOVA UNIAO S/A - EM RECUPERACAO JUDICIAL,00595322000120,CENTRO OESTE,Goiás,JANDAIA,450,650
01/07/2024,SANTA CRUZ ACUCAR E ALCOOL LTDA,00738822000255,NORDESTE,Bahia,SANTA CRUZ CABRALIA,200,240
01/07/2024,CJ SELECTA S.A.,00969790000541,SUDESTE,Minas Gerais,ARAGUARI,0,35
01/07/2024,WD AGROINDUSTRIAL LTDA,01105558000102,SUDESTE,Minas Gerais,JOAO PINHEIRO,220,450
01/07/2024,USINA RIO VERDE LTDA EM RECUPERACAO JUDICIAL,02043917000107,CENTRO OESTE,Goiás,RIO VERDE,120,330
01/07/2024,T.G. AGRO INDUSTRIAL LTDA.,02126558000143,NORDESTE,Maranhão,ALDEIAS ALTAS,200,420
01/07/2024,VALE VERDE EMPREENDIMENTOS AGRICOLAS LTDA EM RECUPERACAO JUDICIAL,02414858000390,NORDESTE,Rio Grande do Norte,BAIA FORMOSA,360,460
01/07/2024,VALE VERDE EMPREENDIMENTOS AGRICOLAS LTDA EM RECUPERACAO JUDICIAL,02414858000470,CENTRO OESTE,Goiás,ITAPACI,500,980
01/07/2024,VALE VERDE EMPREENDIMENTOS AGRICOLAS LTDA EM RECUPERACAO JUDICIAL,02414858000632,CENTRO OESTE,Goiás,ITAPURANGA,180,350
01/07/2024,USINA GOIANESIA S/A,02460988000105,CENTRO OESTE,Goiás,GOIANESIA,130,200
01/07/2024,JALLES MACHADO S.A.,02635522000195,CENTRO OESTE,Goiás,GOIANESIA,800,860
01/07/2024,JALLES MACHADO S.A.,02635522004930,CENTRO OESTE,Goiás,GOIANESIA,0,900
01/07/2024,USINA SANTA HELENA DE ACUCAR E ALCOOL S/A - EM RECUPERACAO JUDICIAL,02673754000219,CENTRO OESTE,Goiás,SANTA HELENA DE GOIAS,280,340
01/07/2024,LASA LAGO AZUL SA,02678100000105,CENTRO OESTE,Goiás,IPAMERI,0,350
01/07/2024,GOIASA GOIATUBA ALCOOL LTDA,02773950000184,CENTRO OESTE,Goiás,GOIATUBA,300,800
01/07/2024,ANICUNS S A ALCOOL E DERIVADOS EM RECUPERACAO JUDICIAL,02783009000141,CENTRO OESTE,Goiás,ANICUNS,150,450
01/07/2024,VALE DO VERDAO SOCIEDADE ANONIMA ACUCAR E ALCOOL,02859452000230,CENTRO OESTE,Goiás,TURVELANDIA,850,1280
01/07/2024,CENTROALCOOL S/A (EM RECUPERACAO JUDICIAL),02896264000109,CENTRO OESTE,Goiás,INHUMAS,150,500
01/07/2024,JUNCO NOVO LTDA,02963399000131,NORDESTE,Sergipe,CAPELA,0,68
01/07/2024,COOPERATIVA AGROINDUSTRIAL NOVA PRODUTIVA,03345641000338,SUL,Paraná,ASTORGA,300,600
01/07/2024,RUBIATABA INDUSTRIAL S/A,03347747000109,CENTRO OESTE,Goiás,RUBIATABA,260,800
01/07/2024,RUBIATABA INDUSTRIAL S/A,03347747000370,CENTRO OESTE,Goiás,URUACU,0,500
01/07/2024,UMOE BIOENERGY S.A.,03445208000455,SUDESTE,São Paulo,SANDOVALINA,700,1300
01/07/2024,CUCAÚ AÇÚCAR E ETANOL S.A.,03794600000248,NORDESTE,Pernambuco,RIO FORMOSO,300,600
01/07/2024,CRV INDUSTRIAL LTDA,03937452000192,CENTRO OESTE,Goiás,CARMO DO RIO VERDE,150,440
01/07/2024,CRV INDUSTRIAL LTDA,03937452000435,SUDESTE,Minas Gerais,CAPINOPOLIS,400,650
01/07/2024,AGROPECUARIA NOVO MILENIO LTDA,04165520000105,CENTRO OESTE,Mato Grosso,LAMBARI D'OESTE,470,770
01/07/2024,AGROPECUARIA NOVO MILENIO LTDA,04165520000296,CENTRO OESTE,Mato Grosso,MIRASSOL D'OESTE,0,590
01/07/2024,CENTRAL ENERGÉTICA MORENO DE MONTE APRAZÍVEL AÇÚCAR E ALCÓOL LTDA.,04171382000177,SUDESTE,São Paulo,MONTE APRAZIVEL,820,900
01/07/2024,ONDA VERDE AGROCOMERCIAL S/A,04248044000277,SUDESTE,São Paulo,ONDA VERDE,120,350
01/07/2024,USINA SANTA MARIA LTDA,04588246000187,NORDESTE,Bahia,MEDEIROS NETO,360,500
01/07/2024,IBÉRIA INDUSTRIAL E COMERCIAL LTDA. - EM RECUPERAÇÃO JUDICIAL,04839268000253,SUDESTE,São Paulo,BORA,160,480
01/07/2024,USINA BELA VISTA S/A,04969941000199,SUDESTE,São Paulo,PONTAL,1000,820
01/07/2024,CENTRAL ACUCAREIRA USINA SANTA MARIA S/A.,05158542000291,NORDESTE,Alagoas,PORTO CALVO,180,240
01/07/2024,USINA VERTENTE LTDA.,05242560000176,SUDESTE,São Paulo,GUARACI,325,880
01/07/2024,COMVAP ACUCAR E ALCOOL LTDA,05343207000182,NORDESTE,Piauí,UNIAO,260,360
01/07/2024,PAGRISA PARA PASTORIL E AGRICOLA S/A,05459177000174,NORTE,Pará,ULIANOPOLIS,260,340
01/07/2024,COOPERATIVA AGROINDUSTRIAL DO ESTADO DO RIO DE JANEIRO LTDA.,05500757000168,SUDESTE,Rio de Janeiro,CAMPOS DOS GOYTACAZES,0,250
01/07/2024,OUROESTE BIOENERGIA LTDA,05553456000100,SUDESTE,São Paulo,OUROESTE,500,500
01/07/2024,ATVOS BIOENERGIA ELDORADO S.A,05620523000235,CENTRO OESTE,Mato Grosso do Sul,RIO BRILHANTE,750,1700
01/07/2024,ÁLCOOL QUÍMICA CANABRAVA S.A. EM RECUPERAÇÃO JUDICIAL,05627254000158,SUDESTE,Rio de Janeiro,CAMPOS DOS GOYTACAZES,0,600
01/07/2024,ENERGETICA SERRANOPOLIS LTDA,05643160000172,CENTRO OESTE,Goiás,SERRANOPOLIS,140,500
01/07/2024,AGROPECUARIA JAYORO LTDA,05827977000109,NORTE,Amazonas,PRESIDENTE FIGUEIREDO,0,250
01/07/2024,COPLASA - AÇUCAR E ALCOOL LTDA.,05928246000141,SUDESTE,São Paulo,ANDRADINA,1100,1200
01/07/2024,VALE DO PARANA S/A - ALCOOL E ACUCAR,05938884000143,SUDESTE,São Paulo,SUZANAPOLIS,500,1070
01/07/2024,SANTA JULIANA BIOENERGIA LTDA.,05980986000127,SUDESTE,Minas Gerais,SANTA JULIANA,700,1200
01/07/2024,SADA BIO-ENERGIA E AGRICULTURA LTDA,06044698000808,SUDESTE,Minas Gerais,JAIBA,0,600
01/07/2024,SANTA MARIA INDUSTRIA DE ALCOOL LTDA,06046699000107,SUDESTE,São Paulo,MANDURI,0,190
01/07/2024,ITAPAGIPE BIOENERGIA LTDA.,06059962000100,SUDESTE,Minas Gerais,ITAPAGIPE,0,450
01/07/2024,ITAJUBARA S/A ACUCAR E ALCOOL,06110605000111,NORDESTE,Maranhão,COELHO NETO,370,400
01/07/2024,ABENGOA BIOENERGIA AGROINDUSTRIA LTDA - EM RECUPERACAO JUDICIAL,06252818003799,SUDESTE,São Paulo,SAO JOAO DA BOA VISTA,0,780
01/07/2024,"D'PADUA - DESTILACAO, PRODUCAO, AGROINDUSTRIA E COMERCIO S/A",06312488000179,NORDESTE,Paraíba,RIO TINTO,330,345
